2649226314	,
2677356562	,
2647898835	,
2670673639	,
2645981040	,
2563145912	,
2513459651	,
2529808069	,
2667261053	,
2541805567	,
2574032787	,
2572705597	,
2583882172	,
2734079675	,
2734093550	,
2734139810	,
2736543366	,
2734195271	,
2552305542	,
2558611286	,
2550949846	,
2741769126	,
2741719048	,
2741709554	,
2741707041	,
2741695299	,
2741698737	,
2702394295	,
2546114435	,
2514266599	,
2510605261	,
2507386162	,
2663375550	,
2684799232	,
2583808225	,
2672285394	,
2571654223	,
2628800710	,
2731105598	,
2703122330	,
2655449491	,
2703116025	,
2575718670	,
2575726427	,
2575854248	,
2576422089	,
2580129582	,
2580135422	,
2580437427	,
2580559652	,
2580754515	,
2580897424	,
2581126193	,
2581269673	,
2581448229	,
2581583232	,
2581946460	,
2582143518	,
2582456853	,
2583950000	,
2609990504	,
2610920040	,
2611209533	,
2629672643	,
2630191479	,
2640767713	,
2646239771	,
2651701688	,
2655471664	,
2659911799	,
2661685691	,
2666018805	,
2669949334	,
2678901037	,
2685550467	,
2685556987	,
2685559011	,
2685564928	,
2685572365	,
2685578118	,
2685587311	,
2685592736	,
2685597437	,
2685611654	,
2686980226	,
2689183992	,
2695636403	,
2702393477	,
2702403741	,
2702408255	,
2702633571	,
2702645046	,
2703137088	,
2718761263	,
2719176511	,
2720518994	,
2720665239	,
2720961655	,
2721171587	,
2721419069	,
2723543049	,
2724061217	,
2725307175	,
2729056945	,
2734060380	,
2734069682	,
2734074679	,
2734088312	,
2734097804	,
2734103881	,
2734112805	,
2734118983	,
2734122172	,
2734126890	,
2734132825	,
2734150291	,
2734155420	,
2734161689	,
2734165160	,
2734172930	,
2734180541	,
2734184382	,
2734191654	,
2734204555	,
2734210017	,
2734212845	,
2734219292	,
2734225607	,
2734232574	,
2734239599	,
2734244529	,
2734252411	,
2734254087	,
2734263345	,
2734267872	,
2734274808	,
2734277849	,
2734286293	,
2736059322	,
2736404827	,
2736407811	,
2736415329	,
2736421955	,
2736427964	,
2736431171	,
2736436379	,
2736444696	,
2736453857	,
2736458202	,
2736466174	,
2736468168	,
2736476002	,
2736483026	,
2736488805	,
2736491869	,
2736498316	,
2736504644	,
2736509586	,
2736519016	,
2736524884	,
2736531286	,
2736537908	,
2736625083	,
2745244587	,
2745251303	,
2745258113	,
639326704	,
650199633	,
2581670049	,
2572108383	,
2675662954	,
2519453461	,
2549708188	,
2566241155	,
647024676	,
643546090	,
637051395	,
2775857785	,
2747854776	,
2747848212	,
2746481175	,
2741989307	,
2741973747	,
2741965990	,
2741961610	,
2741954651	,
2741951320	,
2741945654	,
2741940480	,
2741932836	,
2741924928	,
2741913022	,
2741907060	,
2741901056	,
2741896131	,
2741889241	,
2741885703	,
2741878448	,
2741873445	,
2741865488	,
2741859570	,
2741857092	,
2741851162	,
2741843390	,
2741836147	,
2741830898	,
2741826127	,
2741818679	,
2741812723	,
2741807975	,
2741800709	,
2741777717	,
2741771458	,
2741758895	,
2741758661	,
2741746148	,
2741739978	,
2741476863	,
2741474397	,
2741467563	,
2736618950	,
2736594050	,
2736590043	,
2736580984	,
2736567507	,
2736560161	,
2736556389	,
2736545748	,
2736097211	,
2736087845	,
2736075071	,
2736064591	,
2734302783	,
2734296804	,
2734292753	,
2725447972	,
2725441905	,
2725324603	,
2725315686	,
2725200978	,
2725193457	,
2725161977	,
2724051789	,
2723204867	,
2723193772	,
2723172155	,
2723163728	,
2721415961	,
2721407729	,
2721335880	,
2721177803	,
2720653449	,
2712537569	,
2707597780	,
2707147456	,
2703134629	,
2703109920	,
2702725957	,
2702709410	,
2702706184	,
2702699852	,
2702693362	,
2702678885	,
2702670563	,
2702666899	,
2702661101	,
2702649684	,
2702641408	,
2702627574	,
2702620921	,
2702387020	,
2699317364	,
2699245744	,
2699056051	,
2698993910	,
2698966565	,
2698959463	,
2698757569	,
2698015808	,
