Gene.ID,Genome.ID
2505324121,2505313002
2510612334,2510461029
2510621362,2510461030
2525600576,2524614738
2639360091,2636416113
2639366494,2636416114
2699245551,2698536472
2507380035,2507262022
2510599539,2510461027
2563011855,2562617103
2569322177,2568526231
2580103417,2579778580
2665162884,2663762977
2687293137,2684623234
2736616128,2734482528
2741724460,2740892057
2741729146,2740892058
2741736687,2740892059
2511928726,2511231183
2516495973,2516493000
2519165897,2519103020
2535006147,2534681678
2539969655,2537562155
2546121972,2545824568
2546649169,2545824744
2550948128,2548877050
2552011435,2551306150
2555182025,2554235218
2555215727,2554235224
2558603611,2558309081
2563769930,2563366717
2566209092,2565956573
2566215172,2565956574
2566221250,2565956575
2566227290,2565956576
2566233366,2565956577
2566239383,2565956578
2569283361,2568526219
2569368856,2568526245
2570897236,2568526712
2571006936,2568526744
2571623337,2571042171
2571645002,2571042176
2571794590,2571042222
2572491570,2571042424
2572873632,2571042540
2572962288,2571042564
2573230977,2571042644
2575072481,2574179945
2575224717,2574179988
2575288736,2574180006
2577081449,2576861056
2579954410,2579778545
2580167864,2579778594
2580583099,2579778693
2580663209,2579778711
2580787838,2579778739
2580862233,2579778756
2581145320,2579778827
2581220932,2579778843
2581764949,2579778972
2581879212,2579779000
2582058160,2579779047
2582098318,2579779057
2582177114,2579779074
2582231383,2579779087
2582252888,2579779091
2582317596,2579779106
2582334612,2579779110
2583760763,2582580883
2583803803,2582580893
2583935258,2582580921
2583970071,2582580928
2584145101,2582580982
2584162006,2582580985
2598481048,2597490142
2601453259,2600255231
2608383658,2606217733
2611235079,2609460055
2616093703,2615840571
2616098909,2615840572
2616105428,2615840573
2646265119,2645727626
2657723293,2657245007
2660639928,2660238002
2665158536,2663762977
2668763084,2667527606
2669087575,2667527692
2669503256,2667527790
2672278144,2671180317
2673470160,2671180611
2674172063,2671180784
2678459698,2675903567
2685756464,2684622811
2685764562,2684622813
2685784828,2684622816
2686600250,2684623051
2687908860,2687453218
2688087690,2687453261
2688444529,2687453356
2688714202,2687453418
2688950689,2687453477
2689083416,2687453514
2689325160,2687453571
2702383468,2700989384
2702618879,2700989433
2702626033,2700989434
2702677925,2700989442
2702686931,2700989443
2702691809,2700989444
2702698638,2700989445
2702710087,2700989447
2702718645,2700989448
2703113663,2700989536
2721176116,2718218368
2725312032,2724679066
2734295267,2731958036
2734301560,2731958037
2734307039,2731958038
2736097597,2734482402
2736586576,2734482523
2736603286,2734482526
2741743606,2740892060
2741750289,2740892061
2741871199,2740892081
2741879064,2740892082
2741882915,2740892083
2741890250,2740892084
2741894646,2740892085
2741902202,2740892086
2741910106,2740892087
2741958200,2740892095
2741963916,2740892096
2741968032,2740892097
2741975037,2740892098
2741980808,2740892099
2741983145,2740892100
643544352,643348568
2572045872,2571042301
2576310873,2574180297
2576951826,2576861022
2685608988,2684622762
2736057476,2734482396
2731105893,2728369622
2540478171,2540341042
2525599048,2524614738
2570070889,2568526461
2573331249,2571042674
2501811933,2501799902
2510619259,2510461030
2639372946,2636416114
2669086812,2667527692
2669498214,2667527790
2702694036,2700989445
2688766272,2687453431
2570896848,2568526712
2611386747,2609460090
2651281469,2648501792
2688765935,2687453431
2689086804,2687453514
2699238061,2698536472
2507381742,2507262023
2510608185,2510461028
2510620620,2510461030
2511858055,2511231165
2513457483,2513237054
2514263721,2513237259
2525594043,2524614738
2540675068,2540341118
2556074366,2554235471
2558609256,2558309082
2568821851,2568526079
2570072551,2568526461
2571323741,2571042077
2571652215,2571042179
2572779132,2571042514
2572804246,2571042519
2573159756,2571042625
2573327649,2571042674
2573412564,2571042699
2573651065,2571042769
2573675361,2571042775
2574030617,2571042881
2574092344,2571042900
2575850819,2574180171
2576310331,2574180297
2576951546,2576861022
2577668872,2576861223
2580127336,2579778585
2580134632,2579778586
2580270981,2579778617
2580435086,2579778655
2580555435,2579778687
2580595524,2579778696
2580752599,2579778731
2580900681,2579778766
2581271354,2579778855
2581581078,2579778927
2581881785,2579779000
2581943814,2579779017
2582107512,2579779059
2582454642,2579779140
2583874198,2582580909
2583880317,2582580910
2583963608,2582580927
2610917724,2609459975
2611204986,2609460049
2621221258,2619619278
2629674479,2627853962
2630196146,2627854093
2640769639,2639762801
2640769643,2639762801
2646237518,2645727620
2648083666,2645728046
2649657495,2648501374
2651284764,2648501792
2651699569,2648501891
2659982580,2657245692
2661684327,2660238266
2666023573,2663763191
2677995457,2675903445
2685758528,2684622812
2685777059,2684622815
2687939109,2687453225
2688845338,2687453452
2688900820,2687453465
2689181726,2687453536
2695638584,2695420356
2702390516,2700989385
2702394665,2700989386
2702405979,2700989387
2702410436,2700989388
2702635591,2700989435
2703130506,2700989539
2718759309,2718217765
2720516940,2718218206
2720663187,2718218242
2720959716,2718218317
2721169639,2718218367
2721420776,2718218427
2723191647,2721755595
2723540982,2721755680
2724059163,2721755813
2725204725,2724679040
2725773103,2724679180
2736070238,2734482398
2736576567,2734482522
2736583333,2734482523
2736608294,2734482527
2741465230,2740892008
2741472259,2740892009
2741477883,2740892010
2741696026,2740892052
2741701640,2740892053
2741702482,2740892054
2741710533,2740892055
2741720528,2740892056
2741770766,2740892064
2741853156,2740892078
2741860985,2740892079
2741866962,2740892080
2745246397,2744054676
2745253218,2744054677
2745261643,2744054678
638748899,638341158
647022702,647000299
650201589,649989990
2563015868,2562617104
2581455361,2579778898
2581730500,2579778965
2582136688,2579779064
2541807529,2541047093
2576419997,2574180328
2581124161,2579778822
2583946685,2582580923
2667261337,2663763493
2669952422,2667527901
2685551832,2684622752
2685558527,2684622753
2685563773,2684622754
2685568990,2684622755
2685574204,2684622756
2685579768,2684622757
2685587785,2684622758
2685589128,2684622759
2685599000,2684622760
2702644438,2700989437
2703138275,2700989540
2734063138,2731957998
2734068086,2731957999
2734074013,2731958000
2734081349,2731958001
2734090155,2731958002
2734093242,2731958003
2734098871,2731958004
2734102939,2731958005
2734110205,2731958006
2734116678,2731958007
2734124891,2731958008
2734130765,2731958009
2734137533,2731958010
2734141255,2731958011
2734149682,2731958012
2734153360,2731958013
2734162364,2731958014
2734168690,2731958015
2734170777,2731958016
2734177594,2731958017
2734185402,2731958018
2734188762,2731958019
2734194300,2731958020
2734203102,2731958021
2734210126,2731958022
2734213892,2731958023
2734219116,2731958024
2734225046,2731958025
2734230969,2731958026
2734237713,2731958027
2734243494,2731958028
2734250924,2731958029
2734258424,2731958030
2734260226,2731958031
2734269803,2731958032
2734272667,2731958033
2734280900,2731958034
2734286120,2731958035
2736401048,2734482494
2736406281,2734482495
2736414760,2734482496
2736423916,2734482497
2736427577,2734482498
2736433483,2734482499
2736440326,2734482500
2736445404,2734482501
2736451124,2734482502
2736458758,2734482503
2736462902,2734482504
2736469400,2734482505
2736473703,2734482506
2736480701,2734482507
2736485720,2734482508
2736492513,2734482509
2736499379,2734482510
2736506424,2734482511
2736511332,2734482512
2736518100,2734482513
2736524374,2734482514
2736528007,2734482515
2736538240,2734482516
2736539978,2734482517
2736622329,2734482529
639324762,639279310
2688932295,2687453472
2510662964,2510461036
2552305641,2551306212
2575720347,2574180134
2575724295,2574180135
2582141237,2579779066
2609992083,2609459787
2719174196,2718217881
2572703545,2571042490
2685608641,2684622762
2736061405,2734482396
2628804429,2627853747
2655449276,2654587699
2678277797,2675903518
2703119452,2700989537
2703126806,2700989538
2731105507,2728369622
2510586236,2510461025
2510630850,2510461031
2510644888,2510461033
2510650805,2510461034
2546108086,2545824566
2580581207,2579778693
2583865623,2582580907
2584118921,2582580977
2628801025,2627853747
2646014894,2645727567
2651284603,2648501792
2662181672,2660238384
2685192581,2684622643
2685751373,2684622811
2688092009,2687453262
2712532981,2711768170
2725315466,2724679067
2736588918,2734482524
2741952841,2740892095
2741958783,2740892096
2741969993,2740892097
2741970407,2740892098
2501810813,2501799902
2507386829,2507262023
2510609322,2510461028
2511859835,2511231165
2513455751,2513237054
2535010116,2534681679
2556072554,2554235471
2573163022,2571042625
2574028930,2571042881
2574095956,2571042900
2580131283,2579778585
2580132962,2579778586
2580433424,2579778655
2581585023,2579778927
2581944171,2579779017
2582452984,2579779140
2583878614,2582580910
2583966222,2582580927
2610915901,2609459975
2611210192,2609460049
2629671469,2627853962
2646235784,2645727620
2651697754,2648501891
2665500100,2663763064
2666022728,2663763191
2669954330,2667527901
2695640267,2695420356
2702389663,2700989385
2702399694,2700989386
2702401928,2700989387
2702412120,2700989388
2702631527,2700989435
2723189829,2721755595
2745245271,2744054676
2745254679,2744054677
2745261208,2744054678
650205165,649989990
2507359746,2507262019
2507381046,2507262022
2507394474,2507262024
2510582605,2510461024
2510598690,2510461027
2510658069,2510461035
2511926789,2511231183
2516493703,2516493000
2529810579,2529292743
2531673383,2529293228
2535004297,2534681678
2537631414,2537561515
2539963520,2537562154
2540477674,2540341042
2549707547,2548876757
2549717967,2548876758
2550946611,2548877050
2551840234,2551306114
2558513634,2558309053
2558559961,2558309066
2559652467,2558860367
2563013266,2562617103
2568562729,2568526011
2569064160,2568526153
2569607990,2568526317
2570385224,2568526560
2570443256,2568526577
2570886056,2568526708
2571861054,2571042242
2572048159,2571042302
2572110573,2571042318
2572352125,2571042380
2572404379,2571042396
2573241959,2571042646
2573340271,2571042676
2573908496,2571042843
2573938716,2571042854
2574107345,2571042902
2574413800,2574179764
2575227631,2574179988
2575290685,2574180006
2575445234,2574180050
2575690522,2574180126
2575779548,2574180151
2576287341,2574180290
2576954285,2576861022
2578027259,2576861329
2579869726,2579778525
2580564483,2579778688
2580665981,2579778711
2580756152,2579778731
2580766390,2579778733
2581129159,2579778823
2581148888,2579778827
2581258502,2579778853
2581296678,2579778860
2581330717,2579778868
2581495194,2579778907
2581533149,2579778915
2581659033,2579778948
2581673655,2579778950
2581687055,2579778953
2581981383,2579779027
2582059462,2579779047
2582129194,2579779063
2582214068,2579779083
2582231984,2579779087
2582421865,2579779132
2583835587,2582580900
2584123175,2582580978
2584161042,2582580985
2586139934,2585427671
2598028309,2597489934
2598076043,2597489949
2598081704,2597489950
2598087504,2597489951
2610341898,2609459869
2611237853,2609460055
2616092798,2615840571
2616097936,2615840572
2616104523,2615840573
2618428435,2617271009
2619264092,2617271249
2620992324,2619619219
2620998691,2619619220
2621005234,2619619221
2621011708,2619619222
2629188466,2627853842
2629592103,2627853942
2632801470,2630968680
2638651900,2636415941
2639360609,2636416113
2639367057,2636416114
2645989563,2645727560
2646476562,2645727675
2647394266,2645727884
2652245748,2651869646
2654879622,2654587563
2655446749,2654587699
2660644076,2660238005
2661371321,2660238192
2663257197,2660238658
2663295471,2660238666
2663494833,2660238714
2665512754,2663763067
2666031845,2663763194
2667347723,2663763518
2668279150,2667527464
2669018378,2667527676
2669526670,2667527795
2669728889,2667527847
2672549368,2671180382
2672607989,2671180397
2672679743,2671180414
2672781849,2671180440
2672807851,2671180445
2672937159,2671180478
2672965184,2671180484
2673100238,2671180515
2673273178,2671180560
2673748739,2671180678
2673879471,2671180708
2674088517,2671180760
2674276022,2671180811
2674343326,2671180825
2674362632,2671180829
2674824121,2671180937
2674895013,2671180955
2675127713,2671181014
2675157748,2671181021
2675448047,2671181088
2675662777,2671181137
2675715686,2671181149
2677619143,2675903353
2677651245,2675903363
2678019287,2675903450
2678446455,2675903566
2678455641,2675903567
2678524169,2675903584
2678861481,2675903669
2678883367,2675903677
2683887932,2681813354
2683895343,2681813355
2683903984,2681813356
2683907501,2681813357
2683920562,2681813358
2683933381,2681813362
2685744452,2684622809
2685749681,2684622810
2686976530,2684623148
2687291043,2684623234
2687297215,2684623235
2687543041,2687453120
2687949263,2687453227
2688270466,2687453307
2688414674,2687453349
2688442574,2687453356
2688609222,2687453394
2688948688,2687453477
2692247256,2690316101
2692413781,2690316141
2692455971,2690316151
2692700534,2690316209
2692834468,2690316240
2692849120,2690316242
2693001787,2690316279
2693115246,2690316305
2693136046,2690316310
2693227738,2690316331
2693233639,2690316332
2693585231,2693429537
2693638219,2693429551
2693909523,2693429616
2693949644,2693429626
2694154501,2693429671
2694376034,2693429724
2694401545,2693429729
2694560158,2693429767
2694593560,2693429775
2695814933,2695420396
2695873037,2695420408
2696046594,2695420452
2696095671,2695420461
2696178211,2695420481
2696212842,2695420489
2696335179,2695420515
2696352670,2695420518
2696359473,2695420520
2696654822,2695420590
2696865004,2695420637
2696882747,2695420642
2697011445,2695420673
2697146953,2695420706
2697148484,2695420707
2697286993,2695420740
2697290416,2695420741
2697325709,2695420749
2697467789,2695420785
2697510643,2695420795
2697515383,2695420796
2697755785,2695420853
2697780895,2695420858
2697822861,2695420867
2698001258,2695420907
2698005329,2695420908
2698014128,2695420909
2698752545,2698536356
2698958815,2698536405
2698960790,2698536406
2698991653,2698536412
2699051607,2698536426
2699237866,2698536472
2699317693,2698536490
2702669946,2700989441
2702684967,2700989443
2702700939,2700989446
2702724910,2700989449
2703110289,2700989536
2706452878,2703719348
2720649559,2718218240
2721174065,2718218368
2721411891,2718218426
2723168538,2721755590
2723200723,2721755597
2724047466,2721755811
2725323916,2724679068
2736064788,2734482397
2736077514,2734482399
2736089816,2734482401
2736545331,2734482518
2736575313,2734482522
2736582719,2734482523
2736596677,2734482525
2741725586,2740892057
2741733080,2740892058
2741738705,2740892059
2741756824,2740892062
2741763700,2740892063
2741775941,2740892065
2741782947,2740892066
2741823136,2740892073
2741832836,2740892074
2741838837,2740892075
2741840756,2740892076
2741845851,2740892077
2741915157,2740892088
2741922164,2740892089
2741927188,2740892090
2741929159,2740892091
2741994483,2740892101
2746477435,2744054992
2747847407,2747842400
2747854261,2747842401
2775857229,2775506784
637050857,637000218
638744484,638341159
639187712,638341161
2510621970,2510461030
2558590843,2558309079
2580286780,2579778620
2540673403,2540341118
2581450658,2579778897
2640771340,2639762801
2661682470,2660238266
640809637,640753042
2573673783,2571042775
2531667504,2529293227
2577080750,2576861056
2721332299,2718218406
2721404148,2718218424
2723162770,2721755589
2501846782,2501846300
2502836939,2502790010
2519449781,2519103093
2520997121,2519899785
2558601458,2558309081
2563665348,2563366590
2566206873,2565956573
2566213032,2565956574
2566219106,2565956575
2566225160,2565956576
2566231226,2565956577
2566237304,2565956578
2570827294,2568526692
2571621386,2571042171
2573570391,2571042745
2574603123,2574179807
2575995604,2574180211
2579953417,2579778545
2580338301,2579778632
2580864258,2579778756
2582176581,2579779074
2583938469,2582580921
2583972274,2582580928
2641570923,2639762996
2657720070,2657245007
2660636835,2660238002
2665157439,2663762977
2674169453,2671180784
2686671096,2684623070
2687469361,2687453104
2689226196,2687453547
2702663547,2700989440
2702676282,2700989442
2702693092,2700989444
2702695999,2700989445
2702710031,2700989447
2702715473,2700989448
2725192707,2724679038
2729057896,2728369079
643542215,643348568
2505324715,2505313002
2510610933,2510461029
2505347333,2505313005
2507373747,2507262021
2510590777,2510461026
2510633880,2510461032
2576870226,2576861003
2579932724,2579778540
2580014502,2579778558
2581197674,2579778838
2581750062,2579778970
2583899858,2582580913
2619401365,2617271286
2673260193,2671180558
2707593608,2706794599
2725162034,2724679032
2510663728,2510461036
2511082598,2510917011
2546119989,2545824568
2552010051,2551306150
2555184017,2554235218
2555218955,2554235224
2563774176,2563366717
2569284051,2568526219
2570899749,2568526712
2571645702,2571042176
2571797812,2571042222
2572965352,2571042564
2580077811,2579778572
2580789755,2579778739
2580887100,2579778761
2581225225,2579778843
2581765729,2579778972
2582102279,2579779057
2582320599,2579779106
2583758758,2582580883
2583802857,2582580893
2598479045,2597490142
2618585329,2617271040
2649366402,2648501304
2659181481,2657245489
2659915641,2657245673
2660413114,2660237944
2668572179,2667527556
2668760390,2667527606
2669090016,2667527692
2669499132,2667527790
2670514824,2667528033
2672278716,2671180317
2675627531,2671181129
2678897575,2675903679
2685766545,2684622813
2685786540,2684622816
2687906849,2687453218
2688085495,2687453261
2688712264,2687453418
2689081463,2687453514
2702385773,2700989384
2702618616,2700989433
2734292226,2731958036
2734297488,2731958037
2734307799,2731958038
2736086231,2734482400
2736099524,2734482402
2736602181,2734482526
2741745375,2740892060
2741751383,2740892061
2741801594,2740892069
2741806509,2740892070
2741812456,2740892071
2741818447,2740892072
2741981575,2740892099
2741984557,2740892100
2510620588,2510461030
2514266062,2513237259
2525595212,2524614738
2558607569,2558309082
2573331139,2571042674
2577671247,2576861223
2582107758,2579779059
2649748171,2648501394
2678278814,2675903518
2683138333,2681813165
2691904807,2690316016
2736612240,2734482527
2741468618,2740892008
2519170087,2519103020
2539967236,2537562155
2559379825,2558860267
2584144382,2582580982
2601456590,2600255231
2529804322,2529292742
2541809242,2541047093
2576423713,2574180328
2581122339,2579778822
2583810173,2582580894
2583944948,2582580923
2667262497,2663763493
2672284005,2671180318
2684797842,2684622547
2685550682,2684622752
2685555095,2684622753
2685559329,2684622754
2685567546,2684622755
2685573028,2684622756
2685580999,2684622757
2685585489,2684622758
2685593811,2684622759
2685597907,2684622760
2702644238,2700989437
2703139660,2700989540
2734062265,2731957998
2734066929,2731957999
2734073460,2731958000
2734082617,2731958001
2734086351,2731958002
2734095863,2731958003
2734100007,2731958004
2734108010,2731958005
2734114132,2731958006
2734115082,2731958007
2734124127,2731958008
2734128881,2731958009
2734134309,2731958010
2734138846,2731958011
2734150564,2731958012
2734150977,2731958013
2734158802,2731958014
2734164815,2731958015
2734171090,2731958016
2734175968,2731958017
2734183933,2731958018
2734188258,2731958019
